"","Tachuelas","Rodadero-Gavilanes","Navajas","Chopitos-Casitas","Frailes-Lobera","Islote","Cantil","Morros","Cien-Esperanza","Bajo"
"X2015.11.16",34.3853861490885,34.7257061004639,34.8512672424316,35.5992622375488,35.5064094543457,35.5597909291585,35.0477038792201,34.9191970825195,35.3523626327515,34.9168491363525
"X2015.12.16",29.823527654012,29.4509954452515,29.4479824066162,28.9540990193685,29.0475635528564,29.0441983540853,29.4789717538016,29.583283662796,29.3531849384308,29.4392646153768
"X2016.01.16",35.591854095459,35.3502674102783,35.3895416259766,35.5260874430339,35.9655075073242,35.3450158437093,35.4061911446708,35.4322934150696,35.3790597915649,35.3728084564209
"X2016.02.15",39.5051104227702,39.6294345855713,39.6302406311035,38.8148040771484,38.9998237609863,38.9088891347249,39.6048627580915,39.7903447151184,39.3772706985474,39.7790660858154
"X2016.03.16",47.047721862793,47.5751056671143,47.7582832336426,48.1602210998535,47.8950088500977,48.2004992167155,47.9181502205985,47.8116016387939,48.044638633728,47.8889535268148
"X2016.04.16",51.341438293457,52.0369005203247,52.1013603210449,51.6576347351074,51.6129043579102,51.7078647613525,52.0127421787807,52.3294134140015,51.822247505188,52.3659680684408
"X2016.05.16",53.9343070983887,53.2846183776855,53.1578742980957,52.720916112264,52.7097396850586,52.7665990193685,53.0179933820452,53.9138388633728,52.9105005264282,53.7957013448079
"X2016.06.16",60.5514233907064,60.9623336791992,61.0319076538086,60.9920984903971,60.9247131347656,61.0451882680257,61.121091570173,61.14466381073,61.1644053459167,61.1751454671224
"X2016.07.16",58.7591107686361,60.0192070007324,59.9877647399902,59.4242998758952,59.8558670043945,59.4202715555827,59.9333806719099,59.9052700996399,59.6313323974609,59.9449710845947
"X2016.08.16",53.0891621907552,52.377251625061,52.5640609741211,52.9166990915934,53.735587310791,52.7093194325765,52.6170152936663,52.777651309967,52.6679291725159,52.8134333292643
"X2016.09.15",45.5143839518229,44.6692094802856,44.4056243896484,44.1510938008626,44.7622657775879,44.0984255472819,44.1703720092773,44.1180515289307,43.8015503883362,44.0716412862142
"X2016.10.16",44.9920857747396,45.5418167114258,45.6325981140137,45.7300332387288,45.4947456359863,45.7469062805176,45.6743572780064,45.6747488975525,45.7069416046143,45.7120361328125
"X2016.11.15",36.6005846659342,36.2021818161011,36.2379020690918,35.8977394104004,36.5833976745605,35.8361307779948,36.2305101667132,36.6452856063843,36.0247240066528,36.6381791432699
"X2016.12.16",30.3113816579183,30.7994775772095,31.00901222229,31.5450083414714,30.6131809234619,31.5461807250977,31.0931243896484,31.0500676631927,31.3748207092285,31.2245661417643
"X2017.01.16",35.0904388427734,35.2863035202026,35.3200897216797,35.665179570516,35.4635375976562,35.6087888081869,35.3966663905552,35.4639992713928,35.4713296890259,35.5691026051839
"X2017.02.14",41.2321243286133,42.2804317474365,42.333145904541,42.3593495686849,42.3249382019043,42.3603223164876,42.3610425676618,42.3574109077454,42.4044232368469,42.3492577870687
"X2017.03.16",50.8444023132324,51.4087448120117,51.5370994567871,51.6084480285645,51.2943458557129,51.591511408488,51.5961478097098,51.5605788230896,51.6411933898926,51.6332213083903
"X2017.04.15",54.6149139404297,55.5984144210815,55.5949813842773,55.3133246103923,54.8901382446289,55.381773630778,55.6169291904994,56.0850601196289,55.6127815246582,56.1311829884847
"X2017.05.16",58.583179473877,58.9400520324707,58.8698348999023,59.0365931193034,59.1158767700195,59.0635458628337,58.9360852922712,59.2076587677002,59.0546932220459,59.1189295450846
"X2017.06.15",60.624947865804,60.8575782775879,60.9468215942383,60.916259765625,60.8226852416992,60.9887097676595,61.0098299298968,61.1556420326233,61.0640478134155,61.2004909515381
"X2017.07.16",54.2244415283203,55.7494344711304,55.8733062744141,55.8727207183838,55.6688598632812,55.9135907491048,56.0068838936942,56.1909475326538,56.0534300804138,56.2619724273682
"X2017.08.16",52.8200518290202,53.4740810394287,53.5450531005859,53.326255162557,53.215650177002,53.3943004608154,53.5731588091169,53.6769032478333,53.5073490142822,53.7041505177816
"X2017.09.15",43.3584531148275,43.5916385650635,43.6890159606934,43.8206176757812,44.1485191345215,43.7098782857259,43.4300531659807,44.0217003822327,43.3612852096558,44.1894276936849
"X2017.10.16",44.9015922546387,45.2290668487549,45.1933959960937,44.6537488301595,44.3122505187988,44.6780573527018,45.0185726710728,45.6038212776184,44.8257627487183,45.6272379557292
"X2017.11.15",37.9391276041667,38.3272390365601,38.4148345947266,38.4909292856852,38.3584312438965,38.4771849314372,38.4577800205776,38.4730124473572,38.4743223190308,38.4843069712321
"X2017.12.16",28.6341965993245,28.997428894043,29.0551712036133,29.7073971430461,29.6072834014893,29.4447250366211,29.0017852783203,29.0368809700012,29.0229878425598,29.0546639760335
"X2018.01.16",34.5961596171061,34.4632568359375,34.5344207763672,34.6179885864258,34.7252830505371,34.6182479858398,34.5867445809501,34.6123867034912,34.6119799613953,34.6415462493896
"X2018.02.14",31.9352620442708,34.2712144851685,34.621460723877,33.8730119069417,34.3637016296387,34.0383103688558,34.7544942583357,34.3698892593384,34.5417709350586,34.6023006439209
"X2018.03.16",50.100757598877,50.6769046783447,50.6679801940918,50.8394254048665,50.6008056640625,50.8317006429036,50.6809174673898,50.9268865585327,50.8298234939575,50.9389807383219
"X2018.04.15",57.7747421264648,58.3262615203857,58.3284568786621,58.3391443888346,58.4097427368164,58.3875172932943,58.3164089747838,58.4444904327393,58.3528938293457,58.4326852162679
"X2018.05.16",61.3694915771484,60.911153793335,60.817741394043,60.9491767883301,61.2614051818848,60.9812927246094,60.8473211015974,61.0108737945557,60.9055433273315,60.9915898640951
"X2018.06.15",56.3266410827637,56.1662044525146,56.2029594421387,56.2861220041911,56.0719169616699,56.3151067097982,56.2803579057966,56.4129519462585,56.3341264724731,56.481585820516
"X2018.07.16",56.4190368652344,57.1209650039673,57.2339172363281,58.1133028666178,58.233479309082,58.091786702474,57.485239301409,57.0157723426819,57.83860206604,57.0739994049072
"X2018.08.16",48.7956047058105,49.5864572525024,49.4075706481934,50.5127086639404,50.5807464599609,50.4903691609701,49.8053458077567,49.8340802192688,50.3056874275208,49.5920327504476
"X2018.09.15",43.8089892069499,43.9431247711182,43.8509658813477,42.9037017822266,43.082852935791,42.9924386342367,43.4796420506069,43.9060292243958,43.2063841819763,43.7732747395833
"X2018.10.16",40.076104482015,40.1857948303223,40.5541427612305,40.5799916585286,40.8457344055176,40.5524794260661,40.7602348327637,40.4268636703491,40.7393260002136,40.6284090677897
"X2018.11.15",35.4574762980143,36.7585592269897,36.8126594543457,36.0157941182454,36.2823577880859,35.9613908131917,36.5994240897042,36.8416905403137,36.2495651245117,36.833766301473
